"","state","year","month","tavg","tmax","tmin","pcp"
"537","AL",1994,6,77.8,87.4,68.2,7
"538","AL",1994,7,77.6,86.6,68.5,9.4
"539","AL",1994,8,77.2,87.5,66.8,2.9
"540","AL",1994,9,72.2,83.4,61,3.6
"541","AL",1995,1,45.4,56,34.9,4.8
"542","AL",1995,10,63.6,75.8,51.4,9.3
"543","AL",1995,11,49.7,61.8,37.5,5.8
"544","AL",1995,12,44.7,55.2,34.1,5
"545","AL",1995,2,47.6,59.2,36,5.6
"546","AL",1995,3,58.2,69.6,46.9,5.4
"547","AL",1995,4,63.2,76.5,49.8,5
"548","AL",1995,5,72.1,83.7,60.5,3.3
"549","AL",1995,6,75.2,86.7,63.7,3.3
"550","AL",1995,7,81.1,92.8,69.5,3.8
"551","AL",1995,8,81.9,92.2,71.6,4.7
"552","AL",1995,9,73.7,85.5,62,3
"553","AL",1996,1,43.5,55.4,31.7,7.4
"554","AL",1996,10,62.7,74.6,50.9,2.3
"555","AL",1996,11,52.7,64,41.5,3.4
"556","AL",1996,12,49.1,60.6,37.7,4.9
"557","AL",1996,2,47.3,59.1,35.5,4
"558","AL",1996,3,50.9,62.8,39,8.4
"559","AL",1996,4,60,73.7,46.3,4.6
"560","AL",1996,5,73,85.4,60.5,2.5
"561","AL",1996,6,76.7,87.4,66,3.3
"562","AL",1996,7,79.6,90.2,69,6.6
"563","AL",1996,8,77.9,88.1,67.7,4.7
"564","AL",1996,9,72.1,83,61.3,5.7
"565","AL",1997,1,45.9,56,35.8,6.4
"566","AL",1997,10,63.1,75.8,50.5,5.1
"567","AL",1997,11,50,60.7,39.2,5.7
"568","AL",1997,12,44.8,54.8,34.7,4.8
"569","AL",1997,2,50.8,60.8,40.8,6.1
"570","AL",1997,3,61.2,74,48.4,3.8
"571","AL",1997,4,58.8,71.6,46.1,6
"572","AL",1997,5,67.2,79.2,55.1,5.3
"573","AL",1997,6,74,82.9,65,7.9
"574","AL",1997,7,80.1,90.2,70,5.3
"575","AL",1997,8,77.7,88.4,67,2.8
"576","AL",1997,9,74.8,87.2,62.4,3.3
"577","AL",1998,1,47.8,57.7,37.8,8.1
"578","AL",1998,10,66.8,80,53.6,1.3
"579","AL",1998,11,57.9,69.6,46.2,3.3
"580","AL",1998,12,51.4,60.8,42,4.2
"581","AL",1998,2,49.2,59.7,38.7,7.2
"582","AL",1998,3,53.4,64.7,42.2,6.2
"583","AL",1998,4,61.6,73.4,49.7,5.3
"584","AL",1998,5,73.6,86.3,60.8,2.2
"585","AL",1998,6,80.7,92.3,69,3.2
"586","AL",1998,7,81.8,91.8,71.7,6
"587","AL",1998,8,79.9,91.2,68.7,3.4
"588","AL",1998,9,77.4,88.2,66.5,8.2
"589","AL",1999,1,49.4,61.3,37.4,7.9
"590","AL",1999,10,63.6,76.6,50.5,3.3
"591","AL",1999,11,56.2,70.1,42.2,2.6
"592","AL",1999,12,47,59.4,34.6,3.3
"593","AL",1999,2,51.8,63.8,39.9,2.5
"594","AL",1999,3,52.8,66.2,39.5,5.6
"595","AL",1999,4,67.1,79.2,54.9,2.5
"596","AL",1999,5,69.5,82.3,56.6,4.1
"597","AL",1999,6,76.7,86.2,67.1,8.3
"598","AL",1999,7,80.5,90.5,70.5,4.6
"599","AL",1999,8,81.8,94.2,69.5,2
"600","AL",1999,9,73.3,86.8,59.8,1.9
"601","AL",2000,1,46.5,57.1,35.9,4.6
"602","AL",2000,10,64.6,79.7,49.6,0.8
"603","AL",2000,11,52.8,63.6,42,7.7
"604","AL",2000,12,39.2,49.8,28.6,4.2
"605","AL",2000,2,52.3,66.2,38.4,1.9
"606","AL",2000,3,58.9,72.1,45.6,5
"607","AL",2000,4,60.1,73.4,46.8,4.8
"608","AL",2000,5,74,86.3,61.6,1.3
"609","AL",2000,6,77.6,89.4,65.7,3.7
"610","AL",2000,7,81.9,94.9,68.9,2.2
"611","AL",2000,8,81,93.8,68.2,2.3
"612","AL",2000,9,73.9,85.2,62.6,3.5
"613","AL",2001,1,41.2,52.5,29.9,4.6
"614","AL",2001,10,60.6,74.4,46.8,3.2
"615","AL",2001,11,58.8,73.6,44.1,3.4
"616","AL",2001,12,50.6,62,39.1,4.1
"617","AL",2001,2,52.6,64.1,41,4.1
"618","AL",2001,3,51.4,61.8,41.1,10.1
"619","AL",2001,4,64.7,77,52.4,3.8
"620","AL",2001,5,70.6,83.4,57.8,4
"621","AL",2001,6,75.8,86.1,65.6,7.1
"622","AL",2001,7,79.7,90,69.4,3.9
"623","AL",2001,8,78.5,88.1,68.8,5.4
"624","AL",2001,9,71.9,82.6,61.2,4.8
"625","AL",2002,1,46.8,58.3,35.3,5.1
"626","AL",2002,10,67.8,75.8,59.7,5.5
"627","AL",2002,11,51,62.2,39.9,4.8
"628","AL",2002,12,45.2,56.3,34.1,6.5
"629","AL",2002,2,46,58.8,33.3,2.9
"630","AL",2002,3,55,68.4,41.6,5.7
"631","AL",2002,4,66.4,78.1,54.8,2.1
"632","AL",2002,5,70.2,82.3,58.2,4
"633","AL",2002,6,77.2,88.5,65.9,3.7
"634","AL",2002,7,80.3,90.8,69.8,5.3
"635","AL",2002,8,79.7,90.8,68.6,3.2
"636","AL",2002,9,77.3,86.9,67.7,7.5
"637","AL",2003,1,40,51.5,28.4,2.3
"638","AL",2003,10,63.5,75.9,51.1,1.6
"639","AL",2003,11,58.2,70.9,45.6,4.6
"640","AL",2003,12,44,56.3,31.6,3.4
"641","AL",2003,2,48,58.7,37.2,6.7
"642","AL",2003,3,57.6,68.3,46.9,4.6
"643","AL",2003,4,63.3,75.8,50.8,6.4
"644","AL",2003,5,71.6,81.7,61.6,8.4
"645","AL",2003,6,75.6,85.5,65.7,8.1
"646","AL",2003,7,78.5,87.8,69.2,7.7
"647","AL",2003,8,79.4,89,69.9,5.7
"648","AL",2003,9,73.1,84.6,61.6,3.7
"649","AL",2004,1,44.2,55.8,32.6,3.2
"650","AL",2004,10,68.5,78.4,58.5,3.8
"651","AL",2004,11,57.8,67.5,48,8.1
"652","AL",2004,12,45.1,56.8,33.4,4.8
"653","AL",2004,2,45.4,54.6,36,7
"654","AL",2004,3,59,72.5,45.4,2.2
"655","AL",2004,4,61.2,75.2,47.1,3.3
"656","AL",2004,5,72.7,84.1,61.3,4
"657","AL",2004,6,76.8,85.7,67.9,7.5
"658","AL",2004,7,79.2,89.5,68.8,4.4
"659","AL",2004,8,76.3,87,65.6,4.4
"660","AL",2004,9,73.8,83.8,63.9,6.6
"661","AL",2005,1,49.2,60.4,38.1,2.8
"662","AL",2005,10,63.8,76.5,51.1,0.6
"663","AL",2005,11,55.8,68.9,42.7,3.5
"664","AL",2005,12,43.4,55.4,31.3,3.9
"665","AL",2005,2,51.2,61.6,40.8,4.9
"666","AL",2005,3,53.5,65.4,41.7,5.8
"667","AL",2005,4,61,74.2,47.8,7.6
"668","AL",2005,5,68.3,81.2,55.4,2.8
"669","AL",2005,6,76.7,86.6,66.9,6.3
"670","AL",2005,7,80.4,89.5,71.2,9.1
"671","AL",2005,8,80.5,90,71,6
"672","AL",2005,9,76.9,88.7,65.2,3.2
"673","AL",2006,1,51.1,63.1,39.2,5.2
"674","AL",2006,10,61.9,75,48.8,5.1
"675","AL",2006,11,52.8,65.8,39.8,4.8
"676","AL",2006,12,49.4,61.8,36.9,4
"677","AL",2006,2,46.1,57.3,34.8,5
"678","AL",2006,3,56.1,69.2,43,2.9
"679","AL",2006,4,67.5,81.2,53.7,3
"680","AL",2006,5,70.4,82.4,58.5,4.4
"681","AL",2006,6,78.1,91.4,64.7,2
"682","AL",2006,7,81.9,93.9,69.8,3.3
"683","AL",2006,8,82.3,93.6,71,3.9
"684","AL",2006,9,72.8,84.8,60.7,3.5
"685","AL",2007,1,46.7,57,36.4,4.3
"686","AL",2007,10,66.5,78.3,54.6,3.9
"687","AL",2007,11,53.6,67.4,39.9,2.7
"688","AL",2007,12,51.6,62.6,40.6,4.2
"689","AL",2007,2,44.8,57.6,32.1,2.6
"690","AL",2007,3,60,74.6,45.4,1.5
"691","AL",2007,4,60,73.2,46.8,3.9
"692","AL",2007,5,71.2,85.3,57,0.7
"693","AL",2007,6,78.8,91.8,65.8,2.7
"694","AL",2007,7,79.2,89.3,69.2,5.2
"695","AL",2007,8,84.4,96.8,71.9,2.6
"696","AL",2007,9,76,87.5,64.5,3.1
"697","AL",2008,1,43,53.9,32.1,4
"698","AL",2008,10,62.2,74.3,50,3
"699","AL",2008,11,51,64.5,37.5,3.1
"700","AL",2008,12,49.7,60.3,39.1,6.7
"701","AL",2008,2,49.2,62.2,36.1,5.7
"702","AL",2008,3,55.2,69.1,41.2,4
"703","AL",2008,4,62.8,75,50.6,4.5
"704","AL",2008,5,70.3,82.1,58.5,4.4
"705","AL",2008,6,78.7,90.6,66.8,2.6
"706","AL",2008,7,80,91.6,68.4,4
"707","AL",2008,8,78.4,88.3,68.4,8.8
"708","AL",2008,9,74.5,84.8,64.2,1.6
"709","AL",2009,1,45.3,56.7,33.8,4.4
"710","AL",2009,10,62.8,72.8,52.9,7.1
"711","AL",2009,11,53.4,65.7,41.2,4.3
"712","AL",2009,12,44.8,54.1,35.5,10.6
"713","AL",2009,2,48.2,61.5,34.8,3.8
"714","AL",2009,3,57.3,68.9,45.6,8.9
"715","AL",2009,4,61.4,74.2,48.6,4.4
"716","AL",2009,5,71.2,80.3,62.2,8.5
"717","AL",2009,6,79.4,90.7,68,2.7
"718","AL",2009,7,78.1,88.9,67.3,5.5
"719","AL",2009,8,78,87.8,68.1,5.4
"720","AL",2009,9,75,83.5,66.6,7.5
"721","AL",2010,1,40,50.8,29.2,6.2
"722","AL",2010,10,64.3,80.1,48.4,2.5
"723","AL",2010,11,55.2,68.1,42.3,4.7
"724","AL",2010,12,40.3,51.8,28.9,2.2
"725","AL",2010,2,40.6,50.8,30.3,4.2
"726","AL",2010,3,51.2,62.6,39.7,5
"727","AL",2010,4,64.2,78.6,49.7,2.8
"728","AL",2010,5,73.3,84.3,62.3,6.1
"729","AL",2010,6,80.9,91.6,70.1,3.2
"730","AL",2010,7,82.6,93.2,71.9,3.5
"731","AL",2010,8,83,93.3,72.6,4.8
"732","AL",2010,9,76.9,90.6,63.1,1.6
"733","AL",2011,1,41.1,52,30.2,4
"734","AL",2011,10,60.6,74.6,46.6,0.7
"735","AL",2011,11,55.3,67.5,43.1,4.1
"736","AL",2011,12,49.3,60.2,38.4,5
"737","AL",2011,2,49.5,61.8,37.2,3.4
"738","AL",2011,3,57.8,70,45.6,8.1
"739","AL",2011,4,65.7,78.8,52.6,5
"740","AL",2011,5,69.9,83,56.8,1.6
"741","AL",2011,6,81.3,94,68.5,3.5
"742","AL",2011,7,81.7,91.9,71.4,5.5
"743","AL",2011,8,81.8,94.2,69.4,2
"744","AL",2011,9,72.1,83.4,60.9,7.2
"745","AL",2012,1,50.1,62.3,38,5.4
"746","AL",2012,10,62.2,74.4,50,2.9
"747","AL",2012,11,51.2,65.5,37,1.3
"748","AL",2012,12,50.9,61.8,40,6.6
"749","AL",2012,2,52.1,62.3,41.8,4.4
"750","AL",2012,3,64.6,76.3,52.8,5.3
"751","AL",2012,4,65,77.6,52.4,1.8
"752","AL",2012,5,73.4,85.3,61.4,4.1
"753","AL",2012,6,76.8,88.4,65.3,4
"754","AL",2012,7,81.6,92.3,70.9,5.7
"755","AL",2012,8,78.1,87.9,68.3,6
"756","AL",2012,9,73,84.1,61.9,5.3
"757","AL",2013,1,50,59.9,40.3,6.2
"758","AL",2013,10,64.9,76.3,53.5,1.4
"759","AL",2013,11,51.6,63.3,40,3.4
"760","AL",2013,12,47.9,58.2,37.6,7.9
"761","AL",2013,2,48,58.9,37.2,8.8
"762","AL",2013,3,49.8,62.3,37.2,3.8
"763","AL",2013,4,62.2,74.3,50,5.7
"764","AL",2013,5,68.2,79.6,56.8,4
"765","AL",2013,6,78,87.7,68.2,5.8
"766","AL",2013,7,77.7,86.1,69.2,8.7
"767","AL",2013,8,77.9,87.1,68.6,5.5
"768","AL",2013,9,75,86.1,63.8,3.2
"769","AL",2014,1,37.3,49.8,24.7,2.7
"770","AL",2014,10,65.2,78.4,52,4.3
"771","AL",2014,11,48.2,61.2,35.3,2.9
"772","AL",2014,12,50,60.2,39.8,6.3
"773","AL",2014,2,47.3,58.7,35.9,5.7
"774","AL",2014,3,52.3,65,39.6,5.5
"775","AL",2014,4,62.4,74.8,50.1,9.6
"776","AL",2014,5,70.2,82.2,58.2,4.2
"777","AL",2014,6,77.9,87.8,67.9,5.2
"778","AL",2014,7,77.8,88.4,67.2,3.3
"779","AL",2014,8,79.5,91.1,67.9,3.2
"780","AL",2014,9,76.3,87,65.7,2.5
"781","AL",2015,1,43.6,54.6,32.5,4.3
"782","AL",2015,10,65,76.6,53.4,2.9
"783","AL",2015,11,59.2,69.3,49.1,6.8
"784","AL",2015,12,56.9,66.8,47,11.8
"785","AL",2015,2,41.3,52.6,30,4
"786","AL",2015,3,57.8,68.8,46.8,4.2
"787","AL",2015,4,66,76.6,55.5,7.1
"788","AL",2015,5,71.8,83.7,60,4.3
"789","AL",2015,6,78.8,89.5,68.2,3.2
"790","AL",2015,7,81.6,91.9,71.2,4.7
"791","AL",2015,8,79,89.8,68.2,4.9
"792","AL",2015,9,74.4,85.1,63.6,2.7
"793","AL",2016,1,43,53.5,32.6,4
"794","AL",2016,10,68.5,83.3,53.6,0.1
"795","AL",2016,11,57.8,73,42.6,2.3
"796","AL",2016,12,50.1,60.6,39.6,5
"797","AL",2016,2,49.8,61.4,38.2,5.8
"798","AL",2016,3,59.7,71.4,47.9,5.4
"799","AL",2016,4,63.6,75.9,51.3,5.6
"800","AL",2016,5,70.2,82,58.5,2.1
"801","AL",2016,6,79.2,91,67.5,3.8
"802","AL",2016,7,82,92.8,71.1,4.2
"803","AL",2016,8,81.6,91.4,71.7,4.5
"804","AL",2016,9,78.6,90.8,66.3,1.7
"805","AL",2017,1,52.4,62.8,41.9,8.9
"806","AL",2017,10,65.8,77.2,54.4,5.8
"807","AL",2017,11,55.6,68.1,43.1,1
"808","AL",2017,12,47,56.9,37.1,3.8
"809","AL",2017,2,55.5,67.9,43.2,3.6
"810","AL",2017,3,58.4,70.7,46,4.1
"811","AL",2017,4,67.1,80.3,54,4
"812","AL",2017,5,69.9,81.9,58,6.9
"813","AL",2017,6,75.8,84.9,66.7,10.6
"814","AL",2017,7,80.6,90.7,70.5,5
"815","AL",2017,8,78.7,88,69.4,6
"816","AL",2017,9,73.4,84.6,62.3,3.1
"817","AL",2018,1,40.4,51.8,28.9,2.3
"818","AL",2018,2,58,68.2,47.9,7.2
"819","AL",2018,3,55.5,67.7,43.2,3.9
"820","AL",2018,4,59.6,72.8,46.4,6
"821","AK",1950,11,9.4,16.9,2,1.7
"822","AK",1950,12,5,11.6,-1.5,2.4
"823","AK",1950,10,26.9,33,20.9,2.3
"824","AK",1950,4,23.5,32,14.9,1.6
"825","AK",1950,5,37,44.9,29,2
"826","AK",1950,2,-7.3,1.5,-16,1.1
"827","AK",1950,3,16.3,25.4,7.2,1.2
"828","AK",1950,8,52,60.7,43.2,3.3
"829","AK",1950,9,41.7,48.5,34.9,4.6
"830","AK",1950,6,48.2,56.7,39.8,2.7
"831","AK",1950,7,53.6,62.4,44.9,3.3
"832","AK",1950,1,6.6,15.2,-2.1,1.9
"833","AK",1953,3,7.2,17.2,-2.8,1.7
"834","AK",1953,4,27.2,36.4,18.1,1.4
"835","AK",1953,5,40,48.8,31.3,1.9
"836","AK",1953,6,51.6,60.5,42.6,2.1
"837","AK",1953,7,54,63.6,44.4,2
"838","AK",1953,8,49.4,56,42.8,5.8
"839","AK",1953,9,40.6,47.5,33.7,4
"840","AK",1954,1,-3.3,4.5,-11.2,1.9
"841","AK",1954,10,29.5,35.3,23.7,3.9
"842","AK",1954,11,17.7,23.3,12,3.4
"843","AK",1954,12,-7.3,-0.4,-14,3.2
"844","AK",1951,1,-7.1,-0.4,-13.8,2.1
"845","AK",1951,10,24,31.2,16.8,2.8
"846","AK",1951,11,17.7,23.5,11.8,3
"847","AK",1951,12,3.2,10.4,-4.1,2.8
"848","AK",1951,2,2.2,11.1,-6.8,2.4
"849","AK",1951,3,1.8,11.5,-7.8,2
"850","AK",1951,4,26.6,33.9,19.2,2.1
"851","AK",1951,5,39.7,48.8,30.6,1.2
"852","AK",1951,6,48.8,57.5,40,2.8
"853","AK",1951,7,53.2,61.6,44.9,2.8
"854","AK",1951,8,50.6,57.6,43.5,5.4
"855","AK",1951,9,41.2,47.7,34.8,5.1
"856","AK",1952,1,-4.1,3.9,-12.1,2.8
"857","AK",1952,10,29.3,34.9,23.6,5.6
"858","AK",1952,11,21.5,27.2,15.9,4.6
"859","AK",1952,12,5.8,11.8,-0.1,2.5
"860","AK",1952,2,3.5,10.5,-3.5,1.7
"861","AK",1952,3,9.9,18.2,1.7,2
"862","AK",1952,4,19.8,28.5,11,2
"863","AK",1952,5,32.3,39.9,24.7,2
"864","AK",1952,6,47.6,56.2,39,2
"865","AK",1952,7,51.9,59.6,44.2,3.6
"866","AK",1952,8,48.8,56.3,41.3,3.9
"867","AK",1952,9,38.7,45.3,32.1,4.1
"868","AK",1953,1,-5,1.6,-11.7,1.4
"869","AK",1953,10,24.3,30.5,18,4.1
"870","AK",1953,11,11.9,18.1,5.8,2.2
"871","AK",1953,12,5.6,11.4,-0.1,3.2
"872","AK",1953,2,5.8,13.5,-1.9,3.7
"873","AK",1956,7,52.8,61.2,44.4,2.7
"874","AK",1956,8,49,55.5,42.6,5.3
"875","AK",1956,9,39.2,46,32.5,3.8
"876","AK",1957,1,9.9,17.1,2.6,3.1
"877","AK",1957,10,29.7,35.7,23.7,3.6
"878","AK",1957,11,19.4,24.1,14.7,4.3
"879","AK",1957,12,-3.6,2.3,-9.5,2.4
"880","AK",1957,2,3,11.2,-5.2,2
"881","AK",1957,3,14.9,23.3,6.6,1.4
"882","AK",1957,4,27.4,35.4,19.4,1.4
"883","AK",1957,5,39.2,47.7,30.8,1.5
"884","AK",1954,2,-6.2,2.8,-15.2,2.4
"885","AK",1954,3,13.2,23.4,3.1,2.5
"886","AK",1954,4,21.3,31.2,11.3,0.9
"887","AK",1954,5,39.5,48.7,30.2,1.4
"888","AK",1954,6,48.6,57.8,39.5,1.7
"889","AK",1954,7,50.9,59,42.7,3.7
"890","AK",1954,8,50.1,57.3,42.8,3.7
"891","AK",1954,9,40.6,47.6,33.7,4.4
"892","AK",1955,1,8.4,15.1,1.7,3.3
"893","AK",1955,10,22.4,28.2,16.6,3.9
"894","AK",1955,11,2.2,8.6,-4.3,1.8
"895","AK",1955,12,-0.2,7.6,-8,3.3
"896","AK",1955,2,-2.3,5.7,-10.3,2.9
"897","AK",1955,3,10.7,19.5,1.9,3
"898","AK",1955,4,17.6,26.5,8.7,1.8
"899","AK",1955,5,35.8,43.3,28.3,2.4
"900","AK",1955,6,45.2,52.8,37.6,3.1
"901","AK",1955,7,52.6,61.2,43.9,2.7
"902","AK",1955,8,47.4,54.3,40.4,5.6
"903","AK",1955,9,39.7,45.8,33.6,4
"904","AK",1956,1,-6.3,1.1,-13.7,1.4
"905","AK",1956,10,19.2,25.3,13.2,3.5
"906","AK",1956,11,2.9,9.8,-4,5
"907","AK",1956,12,-7.7,-1.7,-13.8,2.3
"908","AK",1956,2,-2.8,5.1,-10.7,2.8
"909","AK",1956,3,7.8,17.1,-1.6,1.9
"910","AK",1956,4,22.5,31.5,13.6,1.7
"911","AK",1956,5,37.9,45.1,30.7,2.8
"912","AK",1956,6,47.4,55.6,39.1,1.8
"913","AK",1980,12,-7.5,-1.4,-13.6,1.9
"914","AK",1980,2,12.7,20.8,4.6,2.6
"915","AK",1980,3,15.8,23.8,7.9,2
"916","AK",1980,4,26.2,34.5,18,2.3
"917","AK",1980,5,39.6,48,31.2,2.1
"918","AK",1980,6,48.3,56,40.6,3.7
"919","AK",1980,7,52.8,60.7,44.8,4.1
"920","AK",1980,8,48,55.9,40.1,3.9
"921","AK",1980,9,38.8,45.6,31.9,3.8
"922","AK",1981,1,20.1,26.5,13.7,4.2
"923","AK",1981,10,26.7,31.7,21.7,4.3
"924","AK",1981,11,13.6,19.6,7.6,3.8
"925","AK",1981,12,4.5,10.8,-1.8,2.4
"926","AK",1981,2,9,16.3,1.8,2.7
"927","AK",1981,3,21.9,29.7,14.1,2.6
"928","AK",1981,4,24.4,33.8,15,1.4
"929","AK",1981,5,43,52.3,33.7,1.6
"930","AK",1981,6,48.8,57.8,39.8,2.7
"931","AK",1981,7,50.9,57.5,44.2,4.5
"932","AK",1981,8,48.7,56.4,41.1,5.4
"933","AK",1981,9,38.8,45.6,32,4.2
"934","AK",1982,1,-1.4,5.6,-8.3,2
"935","AK",1982,10,19.2,25.2,13.2,4.1
"936","AK",1982,11,11.2,17.1,5.3,3
"937","AK",1982,12,9.5,15.2,3.9,2.7
"938","AK",1982,2,5.1,12.9,-2.7,1.3
"939","AK",1982,3,12.8,20.8,4.8,2.3
"940","AK",1982,4,19.3,27.7,10.8,2
"941","AK",1982,5,35.2,43,27.4,2.1
"942","AK",1982,6,48.9,57.2,40.6,2.4
"943","AK",1982,7,52.6,60.7,44.6,3.7
"944","AK",1982,8,49.6,57.6,41.6,3.1
"945","AK",1982,9,41.5,47.5,35.4,5.7
"946","AK",1983,1,-1,5.8,-7.7,2.4
"947","AK",1983,10,22,27.3,16.6,4.5
"948","AK",1983,11,16.3,22.3,10.4,2.6
"949","AK",1983,12,10,15.4,4.6,1.4
"950","AK",1983,2,7.6,14.4,0.8,1.6
"951","AK",1983,3,13.2,22.2,4.1,0.8
"952","AK",1983,4,26.7,34.7,18.8,2.7
"953","AK",1983,5,39.2,47.9,30.5,2
"954","AK",1983,6,50.2,59.3,41.1,1.5
"955","AK",1983,7,53.6,61.9,45.2,2.8
"956","AK",1983,8,47.7,54.5,40.9,5.3
"957","AK",1983,9,36.8,43.9,29.7,4
"958","AK",1984,1,3.1,9.8,-3.5,3.8
"959","AK",1984,10,25.6,32,19.3,2.7
"960","AK",1984,11,8.6,14.5,2.6,2.3
"961","AK",1984,12,6.8,13.7,-0.1,3.7
"962","AK",1984,2,-7,0,-14,2.6
"963","AK",1984,3,17.9,25.8,10.1,1.9
"964","AK",1984,4,19.3,28.5,10.1,1.5
"965","AK",1984,5,36.2,45.3,27.1,1.5
"966","AK",1984,6,50.4,59.8,40.9,2.2
"967","AK",1984,7,52,59.6,44.4,3.6
"968","AK",1984,8,48,55.3,40.8,4.4
"969","AK",1984,9,42.1,50.6,33.6,2.3
"970","AK",1985,1,18.8,24.6,12.9,4.3
"971","AK",1985,10,20.7,26.4,14.9,3.6
"972","AK",1985,11,8.7,15.8,1.7,2.4
"973","AK",1985,12,17.3,23.5,11.1,4.2
"974","AK",1985,2,-0.2,7.4,-7.9,2.6
"975","AK",1985,3,12.8,21.6,3.9,3.1
"976","AK",1985,4,12.6,22.4,2.8,1.7
"977","AK",1985,5,35.9,44.2,27.6,2.1
"978","AK",1985,6,46.8,55,38.5,2.9
"979","AK",1985,7,53.4,62.4,44.4,2.1
"980","AK",1985,8,49,56.6,41.5,4.4
"981","AK",1985,9,39.7,45.9,33.6,5.7
"982","AK",1986,1,5.8,11.9,-0.2,3.3
"983","AK",1986,10,25.9,32.3,19.5,5.7
"984","AK",1986,11,10.9,17.1,4.7,3.5
"985","AK",1986,12,15.5,21.4,9.5,4.1
"986","AK",1986,2,10.7,18.5,2.9,2
"987","AK",1986,3,8.1,17.8,-1.6,1.8
"988","AK",1986,4,16.9,26.5,7.3,1.6
"989","AK",1986,5,36.9,45.6,28.2,1.6
"990","AK",1986,6,50,59.2,40.8,1.9
"991","AK",1986,7,53.2,61.8,44.6,3.1
"992","AK",1986,8,47.6,54.8,40.4,4.8
"993","AK",1986,9,41.6,48.7,34.6,3.7
"994","AK",1987,1,8.6,15.5,1.7,3.6
"995","AK",1987,10,30.2,35.9,24.5,5.7
"996","AK",1987,11,12.2,17.4,7.1,3.9
"997","AK",1987,12,4.2,11,-2.6,3.4
"998","AK",1987,2,8.3,15.8,0.8,2
"999","AK",1987,3,13.3,23,3.6,1.4
"1000","AK",1987,4,22.7,31.9,13.5,1.7
"1001","AK",1987,5,38.4,46.8,30.1,2.3
"1002","AK",1987,6,49,57.4,40.7,3.5
"1003","AK",1987,7,53.7,61.9,45.5,3
"1004","AK",1987,8,51.1,59.8,42.4,2.6
"1005","AK",1987,9,38.7,45.2,32.1,5.7
"1006","AK",1957,6,52.9,62.7,43,1.3
"1007","AK",1957,7,52.7,61.4,44,2.1
"1008","AK",1957,8,52.5,60.6,44.4,3
"1009","AK",1957,9,40.8,47.4,34.2,5
"1010","AK",1958,1,4,10.6,-2.6,3.1
"1011","AK",1958,10,20.5,27.3,13.7,4.7
"1012","AK",1958,11,10.9,17,4.8,3.5
"1013","AK",1958,12,5.3,11.3,-0.7,2.7
"1014","AK",1958,2,7.4,14.6,0.2,1.1
"1015","AK",1958,3,17,25.5,8.5,1.5
"1016","AK",1958,4,27.2,36.2,18.2,1.3
"1017","AK",1958,5,37.2,45.4,28.9,2.7
"1018","AK",1958,6,51.2,59.8,42.7,2.4
"1019","AK",1958,7,53.4,61.3,45.6,4.2
"1020","AK",1958,8,50,57.1,42.9,4.5
"1021","AK",1958,9,40,46.5,33.4,3.7
"1022","AK",1959,1,-2.6,4.1,-9.3,1.2
"1023","AK",1959,10,24.8,31.6,17.9,3.5
"1024","AK",1959,11,14.4,20.4,8.4,3.8
"1025","AK",1959,12,-1.2,5.2,-7.5,3.5
"1026","AK",1959,2,13.5,20.7,6.3,2.9
"1027","AK",1959,3,-1.2,9.3,-11.8,2.1
"1028","AK",1959,4,20.1,29,11.1,2.2
"1029","AK",1959,5,38.5,46.8,30.3,2
"1030","AK",1959,6,50.7,60.3,41.2,1.4
"1031","AK",1959,7,48.9,56.2,41.7,4.8
"1032","AK",1959,8,49.5,57.4,41.5,4.5
"1033","AK",1959,9,40,47.3,32.6,3.1
"1034","AK",1960,1,4.7,11.1,-1.8,3.3
"1035","AK",1960,10,25.8,31.3,20.4,4.2
"1036","AK",1960,11,9,14.7,3.3,2.8
"1037","AK",1960,12,14.9,21.1,8.8,3.7
"1038","AK",1960,2,11.7,19.2,4.2,1.9
"1039","AK",1960,3,8.7,17.9,-0.5,1.6
"1040","AK",1960,4,17.6,27,8.3,1.8
"1041","AK",1960,5,41,49.7,32.4,1.7
"1042","AK",1960,6,47.3,55.8,38.8,2.1
"1043","AK",1960,7,52.8,61,44.5,4.4
"1044","AK",1960,8,48.8,56,41.5,4.1
"1045","AK",1960,9,38.3,44.1,32.6,5.8
"1046","AK",1961,1,9.7,15.9,3.5,2.5
"1047","AK",1961,10,21.8,27.5,16.1,4.9
"1048","AK",1961,11,8.7,15.6,1.9,3.4
"1049","AK",1961,12,-7.9,-1.8,-14,3
"1050","AK",1961,2,-0.4,6.6,-7.4,2
"1051","AK",1961,3,3.4,12.7,-6,1.6
"1052","AK",1961,4,20.3,28.5,12,2.7
"1053","AK",1961,5,40,49.2,30.9,2
"1054","AK",1961,6,48.3,56.2,40.5,2.9
"1055","AK",1961,7,51,58.7,43.2,4.3
"1056","AK",1961,8,48.6,55.5,41.6,5.5
"1057","AK",1961,9,41,47,35,6
"1058","AK",1962,1,3.3,11.1,-4.4,3.6
"1059","AK",1962,10,27.6,33.3,21.9,3.7
"1060","AK",1962,11,12.6,18.3,6.9,2.4
"1061","AK",1962,12,4.8,11,-1.6,2.9
"1062","AK",1962,2,13,19.9,6.1,1.4
"1063","AK",1962,3,10.4,19.7,1.2,2.3
"1064","AK",1962,4,22.9,31,14.8,1.6
"1065","AK",1962,5,35,42.5,27.6,2.3
